population,current_stock,daily_consumption,incoming_supply,people_per_unit,hours_until_shortage
1426,49795.64383767922,3381.3140442207505,6798.506590829714,1.4944069367782284,400.0209484565099
12740,16019.784538713315,4033.052438954449,12241.147819815222,1.0940134299757904,169.25083291699497
8986,47413.35534792008,9179.302610998366,109.2608014767027,2.7577129280882273,121.5330004706334
1115,23985.35467020302,6150.854793673494,17362.025858550263,1.9601438320765299,161.6536635412592
18467,46263.66864410801,8255.827885927232,19139.19362015554,1.5408646769737655,183.35791368659858
10819,22279.253916999427,6880.62163093328,8214.255824026486,2.84524904827863,106.37230750950037
4355,40828.86852430177,9604.042696005286,813.5246718622668,2.2455192241046045,106.72493477082047
4007,37679.381020751476,5758.531997603336,5599.676506538147,2.1739317047025017,180.90283184266553
15208,47371.316470531965,2574.2256077582124,13260.731895901752,1.3189464066184091,569.2863652345809
9038,32053.851257581522,6974.180333489725,854.5875850321294,1.8993437113303355,112.83180231591069
12201,11740.709401700551,8220.533775946957,17083.231721644046,1.673981605382888,86.06615986785391
5756,27324.130328498522,9679.029339800836,16066.260842053636,1.497875381778931,107.54922878699814
3724,7720.798602421561,6215.727443474556,9254.215201451612,0.5164174919834423,71.03524756955831
13131,17076.068443600692,8237.460633558978,15408.72930252647,1.2350177959993023,93.91046941110973
18989,39564.80290388484,7135.104835701014,3401.14853205526,2.9485468747144004,137.679208383432
17103,1191.412326570452,7772.865797586095,19132.535072042814,2.4508125949400488,59.75038433949609
15263,31232.776082851782,6017.928227976211,9956.413424759028,2.0373129008042152,166.79000254195867
1700,34802.823784498156,2981.5546867071926,19702.777077391074,1.5421208499803662,441.3032355313176
16341,45039.64743600718,967.2560721984834,10529.118411251915,0.6922864892987384,1377.4749073053463
6334,37945.06759100691,7227.133554894404,14191.211355913336,2.0236336965066997,169.01088521708428
15338,20439.71428776178,8312.196403061416,15994.088615287783,1.1809148553640452,106.45208272078534
15457,38396.11122779341,7734.462882549124,15822.368547890932,1.9403777680260306,166.5433482842329
6553,31461.198085890104,492.24957525347344,14734.623688125268,2.8674719621034903,2252.8631550539
1204,29544.166724500854,644.3548797091809,2734.051673807545,2.4649680032939747,1201.8155255881277
5444,4150.2667600189225,1120.9986384710146,8176.449208225845,2.9013928412216083,263.6197666314413
13796,27214.278960720687,8261.969796624635,10835.497228644957,2.594301797877615,112.32210268766337
4548,43421.29704607205,6145.218354170395,14166.447175317277,0.7190558838712314,218.90316187346897
15869,22124.121729717725,5938.07464160883,7918.046302182406,0.7422143984964542,122.18281858641566
3429,35355.82134585812,2211.987728289373,11142.526567808925,2.1929388754351544,504.5763112619005
2951,45235.02514264943,857.9051454793389,8476.356027335843,2.140960418805212,1505.4208945078417
1747,26941.36554172978,7981.56663898997,14270.47676894815,1.4497325328030557,123.50484475169671
17654,4862.15793608708,8301.20271371474,1584.7244724116406,0.6340402460152568,19.948180233352158
19479,3185.332900890767,2588.3852163024812,14284.026715111693,2.284425179260926,162.7056980088077
4856,39986.358672851304,8276.955311783458,16773.83561158474,0.7623218004506931,162.7886448637538
13558,2118.8051568647547,3198.2214970336145,253.43324120795208,2.088523680202235,16.77709542663184
3927,49946.41534536938,8138.541893328675,10691.07384863335,0.6202448729661393,181.446180885306
2873,6811.689926699645,779.8863509610538,5011.655869101137,0.9547216293959844,361.233416012651
11738,38869.32780938818,3512.8223115966803,8649.34291608492,1.8912885352548823,325.5373216219511
13015,43451.97251947426,7727.097646312667,14911.842539493713,1.9932101649754095,180.10566663512714
11339,15668.214308752806,2958.861421897971,15507.684205642563,2.180061713623637,252.93075929742085
12056,27310.348638710508,498.93225382740667,8032.364025230412,0.7768000273329202,1700.7276299438606
16891,47642.58547577441,1588.384249151226,1830.872842378919,1.6114873261869207,744.0226223875836
7268,47780.167667387315,9620.695624614591,12189.75049093668,0.8345929496458827,154.0343086332715
17952,46540.54075007023,6042.388175953005,5582.158313100323,2.8408573690928893,208.36618011621965
15293,14107.88102912146,1851.8886286111901,2324.18081530557,2.585868766508516,212.68926997715414
9213,3447.394833281217,6512.170515314861,6296.80790849944,1.9119175099941508,34.442261609228815
6985,5588.105924339218,6270.792654980822,11607.068192164792,1.5768362660387143,70.06105581090713
10971,7522.894382745483,4137.222601619018,18169.470458871674,1.311927399857448,157.17364106664752
6098,33748.06895542607,6701.11333243828,4310.182984062152,2.4643442006580885,133.5486158170092
19199,40220.64704011073,1206.906245245397,15278.745184418136,1.7744214462075152,1103.5333655035597
9440,2991.1231418765738,3282.000647478179,17245.5812194688,0.5303315399143225,148.44452801712148
14075,44575.06242497963,472.07178556297106,2959.3543187876303,1.9258548030445577,2416.3657959027532
12064,37491.53325838885,9153.186463657297,111.1768990287021,2.642590212947644,100.20416431683623
16756,26749.14592875799,8940.561775368686,18907.032724351917,2.0163589360904517,120.76585696367201
11405,49503.03580434114,2119.1466591702697,1965.6377473996668,0.6763188869133216,584.2378731956262
11081,13626.714234304201,7105.787893905211,3227.081640349629,1.9761094757486573,54.966466290172384
12894,11291.387831999795,8149.307290121237,8156.13971948163,2.3747096284801157,55.84339281896809
4395,17072.741337583495,4131.325343473536,5900.718516065313,2.346263586681382,131.24837169138374
11198,26562.776167431988,8187.735035839184,19627.815516583993,1.8539413563555116,135.98917405988664
3180,19648.442924763945,4974.711153920377,16513.06574324746,2.382388906421248,178.02913748329902
4538,41560.304361683746,7992.330355195386,12979.791133880955,0.7947046494590286,161.07337119410528
10109,44777.276306630905,7597.770848449787,528.8648933043993,1.1538146068546857,141.79532957922066
11321,48350.049901082035,5662.888242983088,4841.852566277281,1.0675916093379487,222.90762367638976
15570,41003.431716528,5122.844387527105,3863.9560483134483,1.3716274653492744,218.55943430026394
759,30601.566476681193,2998.5125511142523,5216.922822078985,2.091784200645503,288.7306434657181
17160,30873.95233423063,4173.122069019947,18986.73921529607,1.78496796358314,282.73484013332836
9501,9731.325977696628,3978.2477615422285,8132.908039448083,1.6675872064385042,109.45003421359539
5060,13529.006835309752,1122.2764986056277,17479.71638241325,1.9095636052295346,668.774304270042
8039,49864.34289288279,5288.36917014001,9461.062639230717,1.5020433641426683,265.631330917692
3826,13434.27050060152,5845.1145898470395,13272.994353576509,2.9119472975247347,112.10348675548435
14533,23610.24014463673,9693.195407930076,18828.689806901162,0.5333537718816007,103.58657498232296
19818,19572.84835764173,2900.544043029306,11645.483405298653,1.2711393906802257,256.5395187810684
15487,34568.79333618851,4054.640533022141,7132.831975459748,2.96393485111921,246.71558383873978
3858,17107.0852293706,5563.57068011987,9455.668355353444,2.809383250262627,116.86810909739057
15533,34306.02297921015,8545.047540813845,9374.723802098837,2.5832098572719584,119.73470197200237
12483,48059.69717537641,2653.8469636375335,16000.440273736469,0.8875894354968354,582.219614073093
14876,12993.140348645984,2419.6548261623966,6714.598527430924,2.516929030491936,197.63580794131735
19043,18848.516508569777,5365.640138108807,859.0018096004437,0.7305600539046243,89.3348211961073
3263,17437.668999253863,1372.7933344569024,13462.451722252406,0.6950452102475966,542.677250579557
14692,15367.68516136812,6994.629749451487,17101.722570708487,0.7024335602835542,111.86986255305324
3776,13879.1009658617,8611.880119929097,10025.674756808103,1.9560392580624968,71.27475612076539
15474,31687.112732071295,392.0979058800517,2799.354022048379,2.2248107941357316,2106.5856234902067
960,27631.440225818074,2030.2203357384255,2899.445760323829,1.1401501118061161,358.7335912781186
9237,25678.99952337948,5833.273898196992,17841.989313046728,2.132482873000394,177.68348255688122
14792,40129.080278805835,8295.131243124373,1463.3406268522253,1.645386647544726,119.73432152676573
4639,7753.245867250714,4951.743258082936,10057.967956839342,2.933854654362762,82.6844619267422
14576,8901.404422932623,7865.092044929437,6613.5579880465075,1.3603233961880663,46.86037890998144
18242,25896.522725741142,4280.284533452265,5504.048815434919,2.2079751284368565,177.10741277088067
5967,18009.494111148175,3936.5933895135863,3444.0326336041503,0.8197805153734254,130.44558742081037
12153,9102.550699531477,1898.3632936901176,5994.640904561244,0.646862347220724,188.2142626106553
4056,34686.316766062126,1600.7801210365744,14314.878412590071,2.0648334872404535,733.5748442095878
14619,25055.714234439496,7478.206049337511,11952.240179610984,1.133908323332272,117.43166132431084
9977,10510.792514531164,1776.6600841474667,1652.8851269191657,2.787281293264156,165.04244717845526
8648,13588.061691094981,4136.625623515312,15076.983331001718,0.5393761192207018,168.41390261695366
13255,36291.10666122887,5495.515450022625,7090.038417814475,2.853948322410455,184.84281504525876
15136,16709.92449979201,2717.517835060965,4344.531325649375,0.5511643220169613,186.28467910364515
18094,10623.665284779947,8340.767095461488,16349.001914733473,2.118957780235142,74.35930507706647
12241,48297.25242606057,4107.196033369428,12718.342312212608,2.6100969406754935,356.8526482673761
14301,4858.212034944944,3829.651530077082,14447.834725316345,1.5748826414432222,127.77114015529156
11225,7772.244677439571,1863.9537876449815,6114.0186510853155,2.150233620690136,176.5372581964871
9640,36005.28812546291,2275.999075784932,14977.931259771609,1.2342992063071212,535.8343242836565
13454,21572.70860434194,2983.668740806234,5508.2072198825035,1.6618367789183668,218.64722693787962
8043,37770.099528420404,3558.3577275679686,13601.073448374033,0.9327396524672156,349.41483359087096
16056,27862.514233071455,7042.848325964001,4361.845676363177,1.07233835091787,112.0007038748216
15395,2490.6669058823136,9963.422924551664,12677.315105744268,2.7357281095855845,40.87995086095125
8683,34365.32285390195,5114.926895455104,9129.861417420781,2.2756105769236363,200.6913212004032
5868,40385.286548708995,7082.996844581419,3128.5510402150417,2.605167679993594,146.17813911648028
731,27857.406092565456,2512.712685526712,11876.433558844761,1.5190326609286013,378.7430481180385
4034,15724.184994676916,9476.25496573326,229.44685108372332,0.8190245103379435,41.67418430146247
2146,1268.3313606871325,8122.867314473744,13801.547229281543,2.781779793038891,42.04118670381284
11068,45380.77998452519,6882.254461130563,18901.547193827275,2.9146331184140832,227.2591074497445
14690,35495.496786053714,3202.5894051259265,17921.640425473866,2.6299414607253913,400.3862921813211
17676,2717.4455803844007,907.8704986742983,19505.750004924983,1.9075895935037952,587.491197411486
3290,42109.29489490665,9685.42305374265,8764.47581823587,1.7527552438777696,123.21514733172206
8778,3126.526996709982,7279.51434810368,16590.0050708556,2.7371455827854354,68.01069623420437
2527,35718.06778812779,1452.0687558100628,2833.174184009788,1.5294718684510376,638.1136318685727
16482,34856.32578700294,5563.239801665082,340.4301157608658,1.967477472525689,147.91530590922804
2946,45849.33150625822,6148.988099456385,3173.2651118271547,1.5355239559722236,192.00344035595498
7389,8688.769835758838,4490.172371919628,8869.201962428666,0.6963428029623939,94.54939173232705
18307,28579.92687749484,4770.452301041502,3254.4193392911748,2.715294800858032,163.17165333251737
15297,27462.84139310348,5505.295012527617,9083.719967560046,2.3054756329381005,159.51032711981017
16964,2231.4713110114635,8034.909731076073,4714.870869773531,1.6606847692677078,22.313749951801455
11453,32096.23452414735,8135.733606386062,4323.280950828829,0.9058807180292157,106.51151339369284
10832,13074.452686944347,9609.922477191156,18389.86173332828,0.9424387023397849,75.3495209842947
11613,16958.33256552255,1801.811427641964,10403.53325900248,2.160149913127853,363.133853142521
17964,12447.019153724319,1191.4510617596432,13491.403040980285,2.8429637931252127,525.6948852466675
14334,3268.1981087152035,6144.344391106553,7975.463251577799,1.5712779021167558,47.214374818867526
19438,8748.092610810272,7067.973763305287,3302.2601333705893,1.6119224332308677,37.64890842226095
1219,10761.748572014027,3465.4426140470623,14284.271245411413,2.214190992506243,168.7539579308663
10318,29077.61547261632,9850.00180147157,8871.131129148358,2.637627860972699,90.57134229931361
7264,7180.335706276275,8427.825982286458,16828.089267404095,2.5093968209705078,64.2465786046087
3854,46075.33780557363,4982.0060888306825,1633.8606643813725,2.2866832903712426,239.2286135320785
10944,11973.435509836341,7269.580516521229,7671.295432798337,1.14773680065112,66.50319614833133
15307,32761.360767615737,4585.281521446451,3225.19924111758,0.9290117411650116,191.07106356975046
17148,8300.280942940102,2076.2612292772747,13882.213696218038,0.5179669607541191,259.33567395542406
9632,39859.06852032028,1677.7475850800759,6747.646259064512,2.923900471152815,664.8939439305303
17147,4039.879801588292,2970.79605213197,8325.555851460758,1.58389218784511,94.83373832608915
11755,37010.86925009098,8967.725372720644,6990.069442299971,0.997261394502382,120.85348669069113
16325,19961.689079308104,3819.7591169673983,16814.764420597567,0.8060619015739072,229.614268793367
10324,23543.205579566238,9076.396146834039,11271.912975860945,0.8738279881566178,95.54157214333654
4602,18632.79933575768,8001.260036762385,14170.616692927846,1.3378612018286562,92.69671107342852
12352,20401.348650836077,6108.466816454325,14819.23562147881,2.64655335674444,136.60350067622355
15987,763.597704238396,8984.484404756398,14145.226929768389,2.925738975361497,39.23943442591545
17282,1794.3925867541955,1975.6857821129036,18890.934127887645,1.7679376079382818,252.25549347611704
8875,39799.84343913592,854.5987306675038,13046.459211096877,1.2961554057527045,1482.754820826145
7083,11067.508324599115,7528.712755686702,12977.985392801811,0.9386543817916824,77.17117479592426
3352,30561.21978561489,9063.62068837324,16188.474701863748,1.2185491220159854,122.68876435278888
16092,32839.60809618089,3892.6338212384712,327.36900817779804,2.0475847261589735,210.42047605859776
15312,35050.068875205776,146.0847539932521,1165.401045854746,2.8631416514652868,5951.595901026769
19292,30068.414359583523,7686.677932113318,4967.486594892052,1.727799078316367,115.05489813975655
4903,31624.947667277484,3712.9000342921813,3631.1743847396883,0.8495420465514145,229.23754812287518
7389,29284.483660166286,5897.652186563241,3064.328372078413,2.865458503592634,133.58446163086606
1106,46444.84378484885,2173.0295465072527,11051.34179611185,2.9071535770036805,632.0063048801104
9761,33396.96814598605,6845.064766608671,3920.4898836492384,2.7379038801315017,132.61728937417936
18233,17970.280617877823,5365.776160576377,19330.488711570433,2.6478988045520904,166.29447535853575
8126,18153.500920485105,378.35183180560796,3677.283742706361,2.4435634845461793,1391.1826095946285
6858,4440.53496980198,160.56572147101804,3330.4850178575807,0.8153901795876157,1160.8144716420234
11578,49593.37127160847,4433.559387261184,11461.181642498208,1.3180452260290871,334.9901214844029
9132,44592.89824041258,1722.9619873333697,3623.5379323261973,2.3853781647654744,663.6442698262209
9271,2631.910522680719,9065.79488474433,13305.228205834994,2.665650333070916,41.984174222282185
1823,43158.05814561525,1133.150925112916,17168.71094516342,1.0686262111530882,1277.8474410064848
18193,7351.994850540641,7190.239628779999,8715.583570189996,2.052227700201284,54.32228272571571
13426,12332.922679664256,3564.5139431620905,6997.420365679619,0.6475895776293656,130.24024151909475
16245,34198.88501371783,9356.218687454448,13791.587341784552,2.6397927817895877,128.05636023919882
12231,36645.61580361408,1416.0153166256669,16113.208833039947,1.3686387955439143,896.4198924472568
19425,25534.61204721363,7799.47118069296,6057.128637704401,0.9915031675052034,97.40784962765103
10460,48403.30470842759,9596.331933765978,16229.904031825732,2.5941034623251356,163.80041680326536
9217,24735.94156217487,9574.052295159267,15334.288898528208,0.9263286711496667,98.40146554713257
10329,13288.833955625576,2636.4151590172946,9657.76558370648,1.6517225115627783,207.967282914979
19082,948.4646732708582,3035.0253555457534,9160.233582170078,0.7389133624325146,79.51351519961045
13678,43431.38952701704,1579.9028154207476,2093.055351802293,1.6124857758932774,693.1035394422934
1701,20067.822900602354,3789.1105045696977,1753.5581046818072,2.8103613301004517,130.93914772917964
14778,39235.613921312644,6852.739541986685,14957.648242538582,2.234039436715661,190.95740408070463
18452,38805.7607077578,206.4890674653498,11700.728797227996,2.9608975453310973,5868.58803442393
19911,2656.552610393415,6538.044068193641,9782.971128955984,1.6200584111525353,48.28637553120014
16892,41167.91066396471,276.4850609686804,920.3089642037198,2.723029579351949,3656.179223444828
5970,14812.816541640357,6707.291405307016,1117.633994087077,2.778151164006663,56.92744329012015
7419,42140.926562157125,8420.245891427525,18416.29844819994,0.7261236530802522,166.52442445868326
17086,24862.510756491636,3665.5914731919584,13217.2095272495,2.9475816985722663,248.60464005958593
11002,29783.751943590287,4125.580380701113,7719.364424918158,2.7305012954313024,214.39682477154255
19940,5517.843526617146,7303.754156514962,14000.999646790231,2.0659999011110215,63.93280924551338
13352,19274.80406449169,8111.800999710297,5159.027476490683,1.841067523058535,72.76551656483089
13314,48559.2645997306,9996.502496960698,8185.356923654499,1.4629466273732932,135.8837310668309
4031,46331.578162489204,5452.031644304831,9235.383669186094,1.965677110345165,243.76344981377486
7867,49712.965899309434,8560.37780912446,615.6743195178626,2.3415505953022793,141.06939892676715
15896,25755.67414084471,655.5461214274088,19855.03306612343,2.271447486971598,1669.025177627548
8641,41004.57479025958,1160.1442684798035,7633.197391569162,1.2507761479393094,1010.2515067067741
16718,23024.927698583077,8717.119199611341,19343.468158607015,2.1792800035699385,119.23049571329746
18498,47099.3640990573,3846.4834445940146,12957.149307808415,0.5116333882808978,372.75958025874
13767,49306.52977930661,2337.960709316447,18583.4145500387,0.924598430904155,692.2856641171494
1161,43950.746853072334,4111.822064634602,1086.0419163349345,0.8796691669830723,267.38714763559506
10717,31247.581595155916,5303.619650949446,19215.75144514572,2.3525588272470204,229.63024986238733
14244,49453.21982131523,3308.6823645301643,8141.067404923848,2.7424392522899526,415.14551589307473
13335,49195.26459942624,2056.7755538993933,2734.668510075504,0.7158553543727495,600.9264709013737
16977,24016.41382363748,466.3522341249,13423.365594426217,2.779577788826159,1926.176395545746
7119,15536.684968001875,7699.1248447796615,15252.29816934267,1.2665357901731253,96.02056217413273
12953,9777.326859606344,9049.360604173111,12992.697775851972,2.0566940496348636,61.50447619735632
17947,34012.11461230692,270.37387943447595,10801.42358165192,0.9098286318324085,3981.039101488189
9779,2222.483689195151,3559.698624671579,16327.809279997691,1.5069882797195808,124.37479988693707
6071,38309.477507557094,8937.385405620029,13722.07829523574,1.6548821486343335,137.7456767504411
14593,3040.361564809939,304.65755465263123,12370.81531802882,1.4364336830573061,1216.308991827935
3544,13635.91118835375,7341.647464686711,6336.9964951053025,2.5553261352565526,64.14564263034731
15217,25150.865727474942,2508.638593618895,17547.782028364898,1.9589583037473917,409.97468984294636
4870,5322.930098783753,7753.031358867051,13836.762056133754,1.7403386702498307,58.14527967450813
19056,2296.73463080325,6824.705346382843,17989.745927232765,2.4599216777280124,72.42382395990896
16487,24250.216700440666,9417.977107877778,12122.616727158793,2.2733857247218907,90.3063322382437
18013,44394.43369554976,3135.564627985885,15997.099505122012,0.7621473938748355,463.91195375389856
16350,20711.564057408887,1600.4172310181918,17688.741406619636,1.79461045989285,578.1401677100613
19656,10413.827537187366,5000.871222223801,10832.734785332592,2.4947227842019837,104.06576038761821
4148,20713.35871626436,9849.800867066684,14301.112094999708,2.09501408202929,85.19000786451004
